Year,Laureate_Id,Firstname,Lastname,Category,Prize_Share,Motivation,Gender,Birth_Date,Birth_Country,Birth_City,Death_Date,Death_Country,Death_City,Birth_Country_Code,Death_Country_Code,Organization_Name,Organization_City,Organization_Country
1959,223,Jaroslav,Heyrovsky,chemistry,1,"""for his discovery and development of the polarographic methods of analysis""",male,1890-12-20,Austria-Hungary (now Czech Republic),Prague,27/03/1967,Czechoslovakia (now Czech Republic),Prague,CZ,CZ,Polarographic Institute of the Czechoslovak Academy of Science,Prague,Czechoslovakia (now Czech Republic)
1959,73,Owen,Chamberlain,physics,2,"""for their discovery of the antiproton""",male,10/07/1920,USA,San Francisco CA,28/02/2006,USA,Berkeley CA,US,US,University of California,Berkeley CA,USA
1959,72,Emilio,Segrè,physics,2,"""for their discovery of the antiproton""",male,01/02/1905,Italy,Tivoli,22/04/1989,USA,Lafayette CA,IT,US,University of California,Berkeley CA,USA
1959,367,Severo,Ochoa,medicine,2,"""for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid""",male,24/09/1905,Spain,Luarca,01/11/1993,Spain,Madrid,ES,ES,New York University College of Medicine,New York NY,USA
1959,518,Philip,Noel-Baker,peace,1,"""for his longstanding contribution to the cause of disarmament and peace""",male,1889-11-01,United Kingdom,London,08/10/1982,United Kingdom,London,GB,GB,,,
1959,630,Salvatore,Quasimodo,literature,1,"""for his lyrical poetry which with classical fire expresses the tragic experience of life in our own times""",male,20/08/1901,Italy,Modica,14/06/1968,Italy,Naples,IT,IT,,,
1960,370,Peter,Medawar,medicine,2,"""for discovery of acquired immunological tolerance""",male,28/02/1915,Brazil,Rio de Janeiro,02/10/1987,United Kingdom,London,BR,GB,University College,London,United Kingdom
1960,74,Donald A.,Glaser,physics,1,"""for the invention of the bubble chamber""",male,21/09/1926,USA,Cleveland OH,28/02/2013,USA,Berkeley CA,US,US,University of California,Berkeley CA,USA
1960,369,Sir Frank Macfarlane,Burnet,medicine,2,"""for discovery of acquired immunological tolerance""",male,1899-09-03,Australia,Traralgon,31/08/1985,Australia,Melbourne,AU,AU,Walter and Eliza Hall Institute for Medical Research,Melbourne,Australia
1960,631,Saint-John,Perse,literature,1,"""for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time""",male,1887-05-31,Guadeloupe Island,Pointe-à-Pitre,20/09/1975,France,Presqu'île-de-Giens,GP,FR,,,
1960,519,Albert,Lutuli,peace,1,"""for his non-violent struggle against apartheid""",male,1898-00-00,Southern Rhodesia (now Zimbabwe),Bulawayo,21/07/1967,South Africa,Stanger,ZW,ZA,,,
1960,224,Willard F.,Libby,chemistry,1,"""for his method to use carbon-14 for age determination in archaeology geology geophysics and other branches of science""",male,17/12/1908,USA,Grand Valley CO,08/09/1980,USA,Los Angeles CA,US,US,University of California,Los Angeles CA,USA
1961,76,Rudolf,Mössbauer,physics,2,"""for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name""",male,31/01/1929,Germany,Munich,14/09/2011,,,DE,,Technical University,Munich,Germany
1961,520,Dag,Hammarskjöld,peace,1,"""for developing the UN into an effective and constructive international organization capable of giving life to the principles and aims expressed in the UN Charter""",male,29/07/1905,Sweden,Jönköping,18/09/1961,Northern Rhodesia (now Zambia),Ndola,SE,ZM,,,
1961,371,Georg,von Békésy,medicine,1,"""for his discoveries of the physical mechanism of stimulation within the cochlea""",male,1899-06-03,Hungary,Budapest,13/06/1972,USA,Honolulu HI,HU,US,Harvard University,Cambridge MA,USA
1961,633,Ivo,Andric,literature,1,"""for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country""",male,1892-10-10,Bosnia (now Bosnia and Herzegovina),Dolac,13/03/1975,Yugoslavia (now Serbia),Belgrade,BA,RS,,,
1961,225,Melvin,Calvin,chemistry,1,"""for his research on the carbon dioxide assimilation in plants""",male,08/04/1911,USA,St. Paul MN,08/01/1997,USA,Berkeley CA,US,US,University of California,Berkeley CA,USA
1961,75,Robert,Hofstadter,physics,2,"""for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons""",male,05/02/1915,USA,New York NY,17/11/1990,USA,Stanford CA,US,US,Stanford University,Stanford CA,USA
1962,374,Maurice,Wilkins,medicine,3,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",male,15/12/1916,New Zealand,Pongaroa,05/10/2004,United Kingdom,London,NZ,GB,London University,London,United Kingdom
1962,373,James,Watson,medicine,3,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",male,06/04/1928,USA,Chicago IL,0000-00-00,,,US,,Harvard University,Cambridge MA,USA
1962,372,Francis,Crick,medicine,3,"""for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material""",male,08/06/1916,United Kingdom,Northampton,28/07/2004,USA,San Diego CA,GB,US,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
1962,217,Linus,Pauling,peace,1,"""for his fight against the nuclear arms race between East and West""",male,28/02/1901,USA,Portland OR,19/08/1994,USA,Big Sur CA,US,US,California Institute of Technology (Caltech),Pasadena CA,USA
1962,227,John C.,Kendrew,chemistry,2,"""for their studies of the structures of globular proteins""",male,24/03/1917,United Kingdom,Oxford,23/08/1997,United Kingdom,Cambridge,GB,GB,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
1962,226,Max F.,Perutz,chemistry,2,"""for their studies of the structures of globular proteins""",male,19/05/1914,Austria,Vienna,06/02/2002,United Kingdom,Cambridge,AT,GB,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom
1962,77,Lev,Landau,physics,1,"""for his pioneering theories for condensed matter especially liquid helium""",male,22/01/1908,Russian Empire (now Azerbaijan),Baku,01/04/1968,USSR (now Russia),Moscow,AZ,RU,Academy of Sciences,Moscow,USSR (now Russia)
1962,634,John,Steinbeck,literature,1,"""for his realistic and imaginative writings combining as they do sympathetic humour and keen social perception""",male,27/02/1902,USA,Salinas CA,20/12/1968,USA,New York NY,US,US,,,
1963,377,Andrew,Huxley,medicine,3,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",male,22/11/1917,United Kingdom,Hampstead,30/05/2012,United Kingdom,Grantchester,GB,GB,University College,London,United Kingdom
1963,376,Alan,Hodgkin,medicine,3,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",male,05/02/1914,United Kingdom,Banbury,20/12/1998,United Kingdom,Cambridge,GB,GB,University of Cambridge,Cambridge,United Kingdom
1963,375,Sir John,Eccles,medicine,3,"""for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane""",male,27/01/1903,Australia,Melbourne,02/05/1997,Switzerland,Contra,AU,CH,Australian National University,Canberra,Australia
1963,80,J. Hans D.,Jensen,physics,4,"""for their discoveries concerning nuclear shell structure""",male,25/06/1907,Germany,Hamburg,11/02/1973,West Germany (now Germany),Heidelberg,DE,DE,University of Heidelberg,Heidelberg,Germany
1963,78,Eugene,Wigner,physics,2,"""for his contributions to the theory of the atomic nucleus and the elementary particles particularly through the discovery and application of fundamental symmetry principles""",male,17/11/1902,Austria-Hungary (now Hungary),Budapest,01/01/1995,USA,Princeton NJ,HU,US,Princeton University,Princeton NJ,USA
1963,482,International Committee of the Red Cross,,peace,2,"""for promoting the principles of the Geneva Convention and cooperation with the UN""",org,1863-00-00,,,0000-00-00,,,,,,,
1963,523,League of Red Cross Societies,,peace,2,"""for promoting the principles of the Geneva Convention and cooperation with the UN""",org,1919-00-00,,,0000-00-00,,,,,,,
1963,635,Giorgos,Seferis,literature,1,"""for his eminent lyrical writing inspired by a deep feeling for the Hellenic world of culture""",male,13/03/1900,Ottoman Empire (now Turkey),Smyrna (now Izmir),20/09/1971,Greece,Athens,TR,GR,,,
1963,79,Maria,Goeppert Mayer,physics,4,"""for their discoveries concerning nuclear shell structure""",female,28/06/1906,Germany (now Poland),Kattowitz (now Katowice),20/02/1972,USA,San Diego CA,PL,US,University of California,San Diego CA,USA
1963,228,Karl,Ziegler,chemistry,2,"""for their discoveries in the field of the chemistry and technology of high polymers""",male,1898-11-26,Germany,Helsa,12/08/1973,West Germany (now Germany),Mülheim,DE,DE,Max-Planck-Institut für Kohlenforschung,Mülheim an der Ruhr,Germany
1963,229,Giulio,Natta,chemistry,2,"""for their discoveries in the field of the chemistry and technology of high polymers""",male,26/02/1903,Italy,Imperia,02/05/1979,Italy,Bergamo,IT,IT,Institute of Technology,Milan,Italy
1964,82,Nicolay G.,Basov,physics,4,"""for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",male,14/12/1922,USSR (now Russia),Usman,01/07/2001,Russia,Moscow,RU,RU,P.N. Lebedev Physical Institute,Moscow,USSR (now Russia)
1964,637,Jean-Paul,Sartre,literature,1,"""for his work which rich in ideas and filled with the spirit of freedom and the quest for truth has exerted a far-reaching influence on our age""",male,21/06/1905,France,Paris,15/04/1980,France,Paris,FR,FR,,,
1964,524,Martin Luther,King Jr.,peace,1,"""for his non-violent struggle for civil rights for the Afro-American population""",male,15/01/1929,USA,Atlanta GA,04/04/1968,USA,Memphis TN,US,US,,,
1964,83,Aleksandr M.,Prokhorov,physics,4,"""for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",male,11/07/1916,Australia,Atherton,08/01/2002,Russia,Moscow,AU,RU,P.N. Lebedev Physical Institute,Moscow,USSR (now Russia)
1964,379,Feodor,Lynen,medicine,2,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",male,06/04/1911,Germany,Munich,06/08/1979,Germany,Munich,DE,DE,Max-Planck-Institut für Zellchemie,Munich,Germany
1964,81,Charles H.,Townes,physics,2,"""for fundamental work in the field of quantum electronics which has led to the construction of oscillators and amplifiers based on the maser-laser principle""",male,28/07/1915,USA,Greenville SC,27/01/2015,USA,Berkeley CA,US,US,Massachusetts Institute of Technology (MIT),Cambridge MA,USA
1964,378,Konrad,Bloch,medicine,2,"""for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism""",male,21/01/1912,Germany (now Poland),Neisse (now Nysa),15/10/2000,USA,Burlington MA,PL,US,Harvard University,Cambridge MA,USA
1964,230,Dorothy Crowfoot,Hodgkin,chemistry,1,"""for her determinations by X-ray techniques of the structures of important biochemical substances""",female,12/05/1910,Egypt,Cairo,29/07/1994,United Kingdom,Shipston-on-Stour,EG,GB,University of Oxford Royal Society,Oxford,United Kingdom
1965,231,Robert B.,Woodward,chemistry,1,"""for his outstanding achievements in the art of organic synthesis""",male,10/04/1917,USA,Boston MA,08/07/1979,USA,Cambridge MA,US,US,Harvard University,Cambridge MA,USA
1965,380,François,Jacob,medicine,3,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",male,17/06/1920,France,Nancy,19/04/2013,France,Paris,FR,FR,Institut Pasteur,Paris,France
1965,381,André,Lwoff,medicine,3,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",male,08/05/1902,France,Ainay-le-Château,30/09/1994,France,Paris,FR,FR,Institut Pasteur,Paris,France
1965,382,Jacques,Monod,medicine,3,"""for their discoveries concerning genetic control of enzyme and virus synthesis""",male,09/02/1910,France,Paris,31/05/1976,France,Cannes,FR,FR,Institut Pasteur,Paris,France
1965,525,United Nations Children's Fund,,peace,1,"""for its effort to enhance solidarity between nations and reduce the difference between rich and poor states""",org,1946-00-00,,,0000-00-00,,,,,,,
1965,84,Sin-Itiro,Tomonaga,physics,3,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",male,31/03/1906,Japan,Kyoto,08/07/1979,Japan,Tokyo,JP,JP,Tokyo University of Education,Tokyo,Japan
1965,638,Mikhail,Sholokhov,literature,1,"""for the artistic power and integrity with which in his epic of the Don he has given expression to a historic phase in the life of the Russian people""",male,24/05/1905,Russia,Veshenskaya,21/02/1984,USSR (now Russia),Veshenskaya,RU,RU,,,
1965,85,Julian,Schwinger,physics,3,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",male,12/02/1918,USA,New York NY,16/07/1994,USA,Los Angeles CA,US,US,Harvard University,Cambridge MA,USA
1965,86,Richard P.,Feynman,physics,3,"""for their fundamental work in quantum electrodynamics with deep-ploughing consequences for the physics of elementary particles""",male,11/05/1918,USA,New York NY,15/02/1988,USA,Los Angeles CA,US,US,California Institute of Technology (Caltech),Pasadena CA,USA
1966,384,Charles B.,Huggins,medicine,2,"""for his discoveries concerning hormonal treatment of prostatic cancer""",male,22/09/1901,Canada,Halifax Nova Scotia,12/01/1997,USA,Chicago IL,CA,US,University of Chicago Ben May Laboratory for Cancer Research,Chicago IL,USA
1966,639,Shmuel,Agnon,literature,2,"""for his profoundly characteristic narrative art with motifs from the life of the Jewish people""",male,1888-07-17,Austria-Hungary (now Ukraine),Buczacz (now Buchach),17/02/1970,Israel,Rehovot,UA,IL,,,
1966,232,Robert S.,Mulliken,chemistry,1,"""for his fundamental work concerning chemical bonds and the electronic structure of molecules by the molecular orbital method""",male,1896-06-07,USA,Newburyport MA,31/10/1986,USA,Arlington VA,US,US,University of Chicago,Chicago IL,USA
1966,383,Peyton,Rous,medicine,2,"""for his discovery of tumour-inducing viruses""",male,1879-10-05,USA,Baltimore MD,16/02/1970,USA,New York NY,US,US,Rockefeller University,New York NY,USA
1966,640,Nelly,Sachs,literature,2,"""for her outstanding lyrical and dramatic writing which interprets Israel's destiny with touching strength""",female,1891-12-10,Germany,Berlin,12/05/1970,Sweden,Stockholm,DE,SE,,,
1966,87,Alfred,Kastler,physics,1,"""for the discovery and development of optical methods for studying Hertzian resonances in atoms""",male,03/05/1902,Germany (now France),Guebwiller,07/01/1984,France,Bandol,FR,FR,École Normale Supérieure,Paris,France
